place_id,slot,date,time,rater,weather,temp_f,lux,kelvin,db_mean,db_peak,db_variability,seats_total,seats_occupied,capacity,people_visible,enclosure,complexity,greenery,daylight,seat_comfort,privacy,talk_ok,thermal,outlets,wifi,food_drink,restroom,table_surface,back_to_wall,photo_wide,photo_pov,photo_light,notes
p30,A_wkdy_morning,GUESS,,guess_v1,fog,55,4575,5800,51.8,68.7,3,24,7,24,9,1,4,2,5,2,1,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p30,B_wkdy_midday,GUESS,,guess_v1,clear,61,8240,5800,61.0,79.1,4,24,15,24,19,1,4,2,5,2,1,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p30,C_wkdy_afternoon,GUESS,,guess_v1,clear,61,7360,5800,58.6,76.9,4,24,13,24,16,1,4,2,5,2,1,5,4,0,1,0,0,1,0,,,,"guessed, not measured"
p30,D_wkdy_evening,GUESS,,guess_v1,clear,52,237,3200,48.7,66.7,3,24,4,24,5,1,3,2,1,2,2,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p30,E_wkend_midday,GUESS,,guess_v1,clear,58,7821,5800,49.5,68.2,3,24,3,24,4,1,3,2,5,2,2,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p31,A_wkdy_morning,GUESS,,guess_v1,fog,52,4772,5800,50.2,66.1,3,24,2,24,2,1,3,2,5,2,2,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p31,B_wkdy_midday,GUESS,,guess_v1,clear,58,8397,5800,57.3,74.7,3,24,6,24,7,1,3,2,5,2,2,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p31,C_wkdy_afternoon,GUESS,,guess_v1,clear,59,7301,5800,54.9,72.0,3,24,4,24,5,1,3,2,5,2,2,5,4,0,1,0,0,1,0,,,,"guessed, not measured"
p31,D_wkdy_evening,GUESS,,guess_v1,clear,53,229,3200,46.1,61.8,3,24,1,24,1,1,3,2,1,2,2,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p31,E_wkend_midday,GUESS,,guess_v1,clear,58,7685,5800,47.5,63.1,3,24,2,24,2,1,3,2,5,2,2,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p32,A_wkdy_morning,GUESS,,guess_v1,fog,54,4942,5800,30,40.6,1,300,28,300,35,1,1,3,5,3,5,4,2,0,0,0,0,0,0,,,,"guessed, not measured"
p32,B_wkdy_midday,GUESS,,guess_v1,clear,60,8258,5800,36.8,48.9,1,300,38,300,47,1,1,3,5,3,5,4,3,0,0,0,0,0,0,,,,"guessed, not measured"
p32,C_wkdy_afternoon,GUESS,,guess_v1,clear,62,6639,5800,33.0,42.2,1,300,52,300,65,1,1,3,5,3,5,4,4,0,0,0,0,0,0,,,,"guessed, not measured"
p32,D_wkdy_evening,GUESS,,guess_v1,clear,51,256,3200,30,40.5,1,300,23,300,29,1,1,3,1,3,5,4,2,0,0,0,0,0,0,,,,"guessed, not measured"
p32,E_wkend_midday,GUESS,,guess_v1,clear,59,7752,5800,30,39.4,1,300,27,300,34,1,1,3,5,3,5,4,3,0,0,0,0,0,0,,,,"guessed, not measured"
p33,A_wkdy_morning,GUESS,,guess_v1,fog,53,5325,5800,36.5,50.9,2,30,8,30,10,1,1,4,5,2,3,3,2,0,1,0,0,0,0,,,,"guessed, not measured"
p33,B_wkdy_midday,GUESS,,guess_v1,clear,60,10131,5800,44.2,56.9,3,30,17,30,21,1,1,4,5,2,2,3,3,0,1,0,0,0,0,,,,"guessed, not measured"
p33,C_wkdy_afternoon,GUESS,,guess_v1,clear,59,8125,5800,42.9,55.6,3,30,16,30,20,1,1,4,5,2,2,3,4,0,1,0,0,0,0,,,,"guessed, not measured"
p33,D_wkdy_evening,GUESS,,guess_v1,clear,54,303,3200,30.8,45.6,2,30,6,30,8,1,1,4,1,2,3,3,2,0,1,0,0,0,0,,,,"guessed, not measured"
p33,E_wkend_midday,GUESS,,guess_v1,clear,60,8811,5800,32.0,46.5,2,30,4,30,5,1,1,4,5,2,3,3,3,0,1,0,0,0,0,,,,"guessed, not measured"
p34,A_wkdy_morning,GUESS,,guess_v1,fog,53,4683,5800,68.2,88.5,5,24,17,24,21,1,5,2,5,2,1,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p34,B_wkdy_midday,GUESS,,guess_v1,clear,61,7411,5800,78,92,5,24,24,24,33,1,5,2,5,2,1,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p34,C_wkdy_afternoon,GUESS,,guess_v1,clear,62,6381,5800,75.2,92,5,24,24,24,32,1,5,2,5,2,1,5,4,0,1,0,0,1,0,,,,"guessed, not measured"
p34,D_wkdy_evening,GUESS,,guess_v1,clear,52,232,3200,61.5,79.8,5,24,11,24,14,1,5,2,1,2,1,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p34,E_wkend_midday,GUESS,,guess_v1,clear,59,7432,5800,62.7,83.4,5,24,11,24,14,1,5,2,5,2,1,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p35,A_wkdy_morning,GUESS,,guess_v1,fog,52,4522,5800,65.7,87.1,5,24,16,24,20,1,4,2,5,2,1,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p35,B_wkdy_midday,GUESS,,guess_v1,clear,59,8092,5800,77.5,92,5,24,24,24,33,1,5,2,5,2,1,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p35,C_wkdy_afternoon,GUESS,,guess_v1,clear,61,6441,5800,73.6,92,5,24,24,24,31,1,5,2,5,2,1,5,4,0,1,0,0,1,0,,,,"guessed, not measured"
p35,D_wkdy_evening,GUESS,,guess_v1,clear,52,231,3200,59.3,79.5,5,24,10,24,12,1,4,2,1,2,1,5,2,0,1,0,0,1,0,,,,"guessed, not measured"
p35,E_wkend_midday,GUESS,,guess_v1,clear,61,7568,5800,61.1,80.1,5,24,9,24,11,1,4,2,5,2,1,5,3,0,1,0,0,1,0,,,,"guessed, not measured"
p36,A_wkdy_morning,GUESS,,guess_v1,fog,53,4005,5700,61.7,82.0,5,6,4,6,5,1,5,2,5,1,1,5,2,0,1,0,0,0,0,,,,"guessed, not measured"
p36,B_wkdy_midday,GUESS,,guess_v1,clear,60,6489,5700,72.1,90.6,5,6,6,6,8,1,5,2,5,1,1,5,3,0,1,0,0,0,0,,,,"guessed, not measured"
p36,C_wkdy_afternoon,GUESS,,guess_v1,clear,61,6311,5700,67.9,87.5,5,6,6,6,8,1,5,2,5,1,1,5,4,0,1,0,0,0,0,,,,"guessed, not measured"
p36,D_wkdy_evening,GUESS,,guess_v1,clear,52,196,3200,54.8,73.5,5,6,2,6,3,1,5,2,1,1,1,5,2,0,1,0,0,0,0,,,,"guessed, not measured"
p36,E_wkend_midday,GUESS,,guess_v1,clear,60,7015,5700,57.7,77.4,5,6,2,6,3,1,5,2,5,1,1,5,3,0,1,0,0,0,0,,,,"guessed, not measured"
p37,A_wkdy_morning,GUESS,,guess_v1,fog,54,2027,5600,44.8,58.0,2,20,6,20,7,3,3,3,5,3,3,4,2,0,1,0,0,1,1,,,,"guessed, not measured"
p37,B_wkdy_midday,GUESS,,guess_v1,clear,61,4130,5600,52.4,66.8,3,20,11,20,14,3,3,3,5,3,3,4,3,0,1,0,0,1,1,,,,"guessed, not measured"
p37,C_wkdy_afternoon,GUESS,,guess_v1,clear,60,3132,5600,49.8,61.5,3,20,11,20,14,3,3,3,5,3,3,4,4,0,1,0,0,1,1,,,,"guessed, not measured"
p37,D_wkdy_evening,GUESS,,guess_v1,clear,54,114,3200,39.0,52.1,2,20,4,20,5,3,2,3,1,3,4,4,2,0,1,0,0,1,1,,,,"guessed, not measured"
p37,E_wkend_midday,GUESS,,guess_v1,clear,61,3982,5600,41.5,53.8,2,20,4,20,5,3,2,3,5,3,4,4,3,0,1,0,0,1,1,,,,"guessed, not measured"
p38,A_wkdy_morning,GUESS,,guess_v1,fog,55,1029,5200,33.9,47.5,2,12,1,12,1,2,1,4,4,2,5,3,2,0,0,0,0,0,1,,,,"guessed, not measured"
p38,B_wkdy_midday,GUESS,,guess_v1,clear,58,2121,5200,42.2,56.7,2,12,2,12,3,2,1,4,4,2,5,3,3,0,0,0,0,0,1,,,,"guessed, not measured"
p38,C_wkdy_afternoon,GUESS,,guess_v1,clear,59,1572,5200,39.4,51.8,2,12,2,12,3,2,1,4,4,2,5,3,4,0,0,0,0,0,1,,,,"guessed, not measured"
p38,D_wkdy_evening,GUESS,,guess_v1,clear,52,65,3200,31.8,44.7,2,12,1,12,1,2,1,4,1,2,5,3,2,0,0,0,0,0,1,,,,"guessed, not measured"
p38,E_wkend_midday,GUESS,,guess_v1,clear,61,1869,5200,30.9,46.4,2,12,0,12,0,2,1,4,4,2,5,3,3,0,0,0,0,0,1,,,,"guessed, not measured"
p39,A_wkdy_morning,GUESS,,guess_v1,fog,56,2633,5600,37.9,51.7,2,16,4,16,5,2,3,3,5,3,4,4,3,0,1,0,0,1,1,,,,"guessed, not measured"
p39,B_wkdy_midday,GUESS,,guess_v1,clear,61,4660,5600,48.3,62.3,3,16,10,16,13,2,3,3,5,3,4,4,4,0,1,0,0,1,1,,,,"guessed, not measured"
p39,C_wkdy_afternoon,GUESS,,guess_v1,clear,62,4306,5600,44.4,57.0,3,16,8,16,10,2,3,3,5,3,4,4,5,0,1,0,0,1,1,,,,"guessed, not measured"
p39,D_wkdy_evening,GUESS,,guess_v1,clear,51,137,3200,34.0,45.9,2,16,2,16,3,2,2,3,1,3,5,4,3,0,1,0,0,1,1,,,,"guessed, not measured"
p39,E_wkend_midday,GUESS,,guess_v1,clear,60,4827,5600,36.6,50.9,2,16,3,16,4,2,2,3,5,3,5,4,4,0,1,0,0,1,1,,,,"guessed, not measured"
p40,A_wkdy_morning,GUESS,,guess_v1,fog,52,5221,5700,37.5,51.5,2,0,0,60,18,1,2,5,5,2,2,4,2,0,1,0,0,0,0,,,,"guessed, not measured"
p40,B_wkdy_midday,GUESS,,guess_v1,clear,60,8816,5700,46.7,58.9,3,0,0,60,34,1,2,5,5,2,2,4,3,0,1,0,0,0,0,,,,"guessed, not measured"
p40,C_wkdy_afternoon,GUESS,,guess_v1,clear,60,7744,5700,43.2,55.9,3,0,0,60,29,1,2,5,5,2,2,4,4,0,1,0,0,0,0,,,,"guessed, not measured"
p40,D_wkdy_evening,GUESS,,guess_v1,clear,54,253,3200,32.8,47.1,2,0,0,60,12,1,1,5,1,2,3,4,2,0,1,0,0,0,0,,,,"guessed, not measured"
p40,E_wkend_midday,GUESS,,guess_v1,clear,60,9201,5700,35.0,48.2,2,0,0,60,11,1,1,5,5,2,3,4,3,0,1,0,0,0,0,,,,"guessed, not measured"
p41,A_wkdy_morning,GUESS,,guess_v1,fog,55,4193,5700,30,40.3,1,0,0,8,1,2,1,5,5,1,5,3,2,0,0,0,0,0,0,,,,"guessed, not measured"
p41,B_wkdy_midday,GUESS,,guess_v1,clear,61,7083,5700,33.5,43.6,1,0,0,8,1,2,1,5,5,1,5,3,3,0,0,0,0,0,0,,,,"guessed, not measured"
p41,C_wkdy_afternoon,GUESS,,guess_v1,clear,60,6383,5700,30.5,40.6,1,0,0,8,1,2,1,5,5,1,5,3,4,0,0,0,0,0,0,,,,"guessed, not measured"
p41,D_wkdy_evening,GUESS,,guess_v1,clear,53,219,3200,30,42.0,1,0,0,8,0,2,1,5,1,1,5,3,2,0,0,0,0,0,0,,,,"guessed, not measured"
p41,E_wkend_midday,GUESS,,guess_v1,clear,58,6458,5700,30,40.8,1,0,0,8,0,2,1,5,5,1,5,3,3,0,0,0,0,0,0,,,,"guessed, not measured"
p42,A_wkdy_morning,GUESS,,guess_v1,fog,55,2781,5400,30,40.0,1,20,5,20,6,2,2,5,5,3,5,3,2,0,0,0,0,0,0,,,,"guessed, not measured"
p42,B_wkdy_midday,GUESS,,guess_v1,clear,59,5397,5400,38.2,47.9,2,20,12,20,15,2,3,5,5,3,4,3,3,0,0,0,0,0,0,,,,"guessed, not measured"
p42,C_wkdy_afternoon,GUESS,,guess_v1,clear,62,4814,5400,36.3,48.6,2,20,9,20,11,2,3,5,5,3,4,3,4,0,0,0,0,0,0,,,,"guessed, not measured"
p42,D_wkdy_evening,GUESS,,guess_v1,clear,53,172,3200,30,39.3,1,20,3,20,4,2,2,5,1,3,5,3,2,0,0,0,0,0,0,,,,"guessed, not measured"
p42,E_wkend_midday,GUESS,,guess_v1,clear,60,5128,5400,30,41.6,1,20,4,20,5,2,2,5,5,3,5,3,3,0,0,0,0,0,0,,,,"guessed, not measured"
p43,A_wkdy_morning,GUESS,,guess_v1,fog,53,4241,5700,45.5,61.2,4,18,8,18,10,1,5,4,5,2,1,4,2,0,0,0,1,1,0,,,,"guessed, not measured"
p43,B_wkdy_midday,GUESS,,guess_v1,clear,59,7852,5700,58.0,76.0,5,18,15,18,19,1,5,4,5,2,1,4,3,0,0,0,1,1,0,,,,"guessed, not measured"
p43,C_wkdy_afternoon,GUESS,,guess_v1,clear,60,7288,5700,51.9,66.8,4,18,14,18,17,1,5,4,5,2,1,4,4,0,0,0,1,1,0,,,,"guessed, not measured"
p43,D_wkdy_evening,GUESS,,guess_v1,clear,51,239,3200,44.0,62.7,3,18,5,18,6,1,5,4,1,2,2,4,2,0,0,0,1,1,0,,,,"guessed, not measured"
p43,E_wkend_midday,GUESS,,guess_v1,clear,61,7562,5700,44.7,63.1,3,18,4,18,5,1,4,4,5,2,2,4,3,0,0,0,1,1,0,,,,"guessed, not measured"
p44,A_wkdy_morning,GUESS,,guess_v1,fog,56,4701,5700,45.5,61.0,3,18,5,18,6,1,3,4,5,2,3,4,2,0,0,0,1,1,0,,,,"guessed, not measured"
p44,B_wkdy_midday,GUESS,,guess_v1,clear,58,8547,5700,55.2,70.8,4,18,10,18,13,1,4,4,5,2,2,4,3,0,0,0,1,1,0,,,,"guessed, not measured"
p44,C_wkdy_afternoon,GUESS,,guess_v1,clear,62,7290,5700,51.8,67.8,4,18,8,18,10,1,4,4,5,2,2,4,4,0,0,0,1,1,0,,,,"guessed, not measured"
p44,D_wkdy_evening,GUESS,,guess_v1,clear,52,259,3200,41.1,58.7,3,18,4,18,5,1,3,4,1,2,3,4,2,0,0,0,1,1,0,,,,"guessed, not measured"
p44,E_wkend_midday,GUESS,,guess_v1,clear,58,8303,5700,41.9,57.9,3,18,2,18,3,1,3,4,5,2,3,4,3,0,0,0,1,1,0,,,,"guessed, not measured"
p45,A_wkdy_morning,GUESS,,guess_v1,fog,53,295,4100,36.7,47.7,1,80,19,80,24,4,2,1,4,3,4,2,3,1,1,0,1,1,1,,,,"guessed, not measured"
p45,B_wkdy_midday,GUESS,,guess_v1,clear,59,380,4100,48.3,59.0,2,80,49,80,61,4,3,1,4,3,3,2,4,1,1,0,1,1,1,,,,"guessed, not measured"
p45,C_wkdy_afternoon,GUESS,,guess_v1,clear,59,369,4100,44.2,53.7,2,80,44,80,55,4,3,1,4,3,3,2,5,1,1,0,1,1,1,,,,"guessed, not measured"
p45,D_wkdy_evening,GUESS,,guess_v1,clear,51,342,3200,34.2,44.7,1,80,18,80,23,4,2,1,2,3,4,2,3,1,1,0,1,1,1,,,,"guessed, not measured"
p45,E_wkend_midday,GUESS,,guess_v1,clear,58,422,4100,34.4,43.8,1,80,14,80,18,4,2,1,4,3,4,2,4,1,1,0,1,1,1,,,,"guessed, not measured"
